"Wilshire 5000 (Full Cap) Total Market",""
"Index Dates","Period Return","Index Values"
"20180301","-1.15","124.2212280"
"20180302","0.64","125.0167080"
"20180305","1.09","126.3767140"
"20180306","0.37","126.8386150"
"20180307","0.08","126.9371370"
"20180308","0.38","127.4221560"
"20180309","1.66","129.5421010"
"20180312","-0.04","129.4893850"
"20180313","-0.63","128.6708180"
"20180314","-0.50","128.0239100"
"20180315","-0.21","127.7508750"
"20180316","0.29","128.1162720"
"20180319","-1.38","126.3495790"
"20180320","0.13","126.5097910"
"20180321","-0.07","126.4238230"
"20180322","-2.45","123.3318310"
"20180323","-2.05","120.8003570"
"20180326","2.58","123.9113910"
"20180327","-1.78","121.7024090"
"20180328","-0.25","121.3979220"
"20180329","1.36","123.0543370"
"20180402","-2.23","120.3102210"
"20180403","1.22","121.7728350"
"20180404","1.15","123.1728830"
"20180405","0.73","124.0773990"
"20180406","-2.11","121.4599050"
"20180409","0.27","121.7891700"
"20180410","1.70","123.8652160"
"20180411","-0.42","123.3399520"
"20180412","0.76","124.2762970"
"20180413","-0.35","123.8435170"
"20180416","0.86","124.9058720"
"20180417","1.11","126.2872690"
"20180418","0.13","126.4541790"
"20180419","-0.51","125.8103000"
"20180420","-0.78","124.8250630"
"20180423","-0.01","124.8077910"
"20180424","-1.26","123.2395710"
"20180425","0.12","123.3816400"
"20180426","0.98","124.5892260"
"20180427","0.06","124.6620910"
"20180430","-0.76","123.7086650"
"20180501","0.26","124.0254230"
"20180502","-0.61","123.2718130"
"20180503","-0.25","122.9659280"
"20180504","1.29","124.5537370"
"20180507","0.42","125.0722300"
"20180508","0.05","125.1318930"
"20180509","0.91","126.2704010"
"20180510","0.86","127.3501060"
"20180511","0.17","127.5726310"
"20180514","0.04","127.6203170"
"20180515","-0.57","126.8967350"
"20180516","0.49","127.5238040"
"20180517","0.02","127.5478110"
"20180518","-0.21","127.2802500"
"20180521","0.72","128.2029440"
"20180522","-0.39","127.7031030"
"20180523","0.30","128.0900030"
"20180524","-0.18","127.8549140"
"20180525","-0.20","127.5933070"
"20180529","-0.96","126.3668610"
"20180530","1.32","128.0377170"
"20180531","-0.67","127.1768070"
"20180601","1.03","128.4919980"
"20180604","0.49","129.1269130"
"20180605","0.16","129.3304970"
"20180606","0.83","130.4000050"
"20180607","-0.11","130.2586040"
"20180608","0.32","130.6716100"
"20180611","0.14","130.8516510"
"20180612","0.24","131.1693550"
"20180613","-0.39","130.6575170"
"20180614","0.31","131.0682820"
"20180615","-0.09","130.9451950"
"20180618","-0.05","130.8831380"
"20180619","-0.37","130.3951870"
"20180620","0.27","130.7490190"
"20180621","-0.70","129.8303410"
"20180622","0.15","130.0232760"
"20180625","-1.45","128.1318930"
"20180626","0.29","128.5017790"
"20180627","-0.99","127.2344630"
"20180628","0.59","127.9906220"
"20180629","0.09","128.1067090"
"20180702","0.33","128.5289620"
"20180703","-0.38","128.0347960"
"20180705","0.88","129.1630810"
"20180706","0.87","130.2886630"
"20180709","0.88","131.4317870"
"20180710","0.22","131.7193210"
"20180711","-0.68","130.8174360"
"20180712","0.89","131.9817470"
"20180713","0.09","132.1027070"
"20180716","-0.17","131.8803490"
"20180717","0.42","132.4330720"
"20180718","0.26","132.7779040"
"20180719","-0.26","132.4386240"
"20180720","-0.14","132.2540670"
"20180723","0.15","132.4539690"
"20180724","0.19","132.7093150"
"20180725","0.84","133.8189560"
"20180726","-0.22","133.5303390"
"20180727","-0.83","132.4199290"
"20180730","-0.65","131.5653460"
"20180731","0.57","132.3135670"
"20180801","-0.10","132.1825410"
"20180802","0.67","133.0664500"
"20180803","0.34","133.5222480"
"20180806","0.47","134.1476570"
"20180807","0.27","134.5087440"
"20180808","-0.03","134.4730420"
"20180809","-0.01","134.4539870"
"20180810","-0.59","133.6570380"
"20180813","-0.45","133.0507130"
"20180814","0.69","133.9663850"
"20180815","-0.86","132.8179260"
"20180816","0.84","133.9376230"
"20180817","0.35","134.4028840"
"20180820","0.28","134.7822270"
"20180821","0.29","135.1671890"
"20180822","0.05","135.2322040"
"20180823","-0.19","134.9695800"
"20180824","0.62","135.8031760"
"20180827","0.70","136.7566660"
"20180828","0.01","136.7728860"
"20180829","0.53","137.5033400"
"20180830","-0.40","136.9489680"
"20180831","0.07","137.0424990"
"20180904","-0.15","136.8412470"
"20180905","-0.36","136.3491520"
"20180906","-0.40","135.7998730"
"20180907","-0.23","135.4893920"
"20180910","0.25","135.8219490"
"20180911","0.37","136.3260390"
"20180912","0.05","136.3958420"
"20180913","0.45","137.0103870"
"20180914","0.10","137.1517170"
"20180917","-0.67","136.2315000"
"20180918","0.53","136.9474370"
"20180919","0.02","136.9791430"
"20180920","0.77","138.0374060"
"20180921","-0.13","137.8595650"
"20180924","-0.36","137.3582330"
"20180925","-0.04","137.3049000"
"20180926","-0.43","136.7193380"
"20180927","0.28","137.1077050"
"20180928","0.03","137.1517930"
"20181001","0.14","137.3451140"
"20181002","-0.22","137.0485840"
"20181003","0.19","137.3066200"
"20181004","-0.92","136.0398770"
"20181005","-0.60","135.2183560"
"20181008","-0.12","135.0537750"
"20181009","-0.16","134.8439070"
"20181010","-3.26","130.4441680"
"20181011","-1.96","127.8810410"
"20181012","1.32","129.5738340"
"20181015","-0.43","129.0165640"
"20181016","2.24","131.9086960"
"20181017","-0.09","131.7903370"
"20181018","-1.49","129.8308540"
"20181019","-0.20","129.5692290"
"20181022","-0.41","129.0444700"
"20181023","-0.59","128.2883760"
"20181024","-3.19","124.2009700"
"20181025","1.90","126.5563120"
"20181026","-1.68","124.4282870"
"20181029","-0.71","123.5391230"
"20181030","1.63","125.5491800"
"20181031","1.13","126.9657320"
"20181101","1.27","128.5731250"
"20181102","-0.54","127.8825910"
"20181105","0.45","128.4567520"
"20181106","0.59","129.2089220"
"20181107","2.06","131.8684910"
"20181108","-0.26","131.5275200"
"20181109","-1.00","130.2087980"
"20181112","-1.97","127.6469250"
"20181113","-0.13","127.4827290"
"20181114","-0.74","126.5447610"
"20181115","1.12","127.9660720"
"20181116","0.18","128.1997950"
"20181119","-1.79","125.9077900"
"20181120","-1.79","123.6478540"
"20181121","0.53","124.3037810"
"20181123","-0.54","123.6342140"
"20181126","1.56","125.5653430"
"20181127","0.10","125.6861970"
"20181128","2.35","128.6404590"
"20181129","-0.18","128.4040520"
"20181130","0.78","129.4012360"
"20181203","1.13","130.8614690"
"20181204","-3.37","126.4453910"
"20181206","-0.05","126.3878240"
"20181207","-2.26","123.5276220"
"20181210","0.06","123.6035330"
"20181211","-0.07","123.5194250"
"20181212","0.60","124.2596490"
"20181213","-0.21","123.9997240"
"20181214","-1.79","121.7809410"
"20181217","-2.20","119.1054980"
"20181218","0.00","119.1024860"
"20181219","-1.54","117.2656440"
"20181220","-1.63","115.3593140"
"20181221","-2.14","112.8906390"
"20181224","-2.57","109.9854410"
"20181226","5.03","115.5231920"
"20181227","0.74","116.3728060"
"20181228","-0.01","116.3594620"
"20181231","0.87","117.3675870"
"20190102","0.18","117.5759990"
"20190103","-2.28","114.8909080"
"20190104","3.49","118.9044400"
"20190107","0.96","120.0476130"
"20190108","1.08","121.3383560"
"20190109","0.51","121.9514110"
"20190110","0.42","122.4644840"
"20190111","0.01","122.4722980"
"20190114","-0.58","121.7654310"
"20190115","1.06","123.0548850"
"20190116","0.30","123.4222900"
"20190117","0.77","124.3758270"
"20190118","1.29","125.9753740"
"20190122","-1.45","124.1453230"
"20190123","0.16","124.3400880"
"20190124","0.25","124.6485150"
"20190125","0.94","125.8231940"
"20190128","-0.71","124.9285850"
"20190129","-0.17","124.7143850"
"20190130","1.50","126.5821660"
"20190131","0.92","127.7530290"
"20190201","0.13","127.9250300"
"20190204","0.74","128.8724640"
"20190205","0.46","129.4664980"
"20190206","-0.24","129.1587490"
"20190207","-0.88","128.0193830"
"20190208","0.10","128.1519640"
"20190211","0.16","128.3605200"
"20190212","1.28","130.0059700"
"20190213","0.31","130.4083790"
"20190214","-0.16","130.1972000"
"20190215","1.10","131.6298570"
"20190219","0.21","131.9039580"
"20190220","0.16","132.1209410"
"20190221","-0.36","131.6458080"
"20190222","0.65","132.5073900"
"20190225","0.13","132.6830510"
"20190226","-0.16","132.4675790"
"20190227","0.07","132.5639800"
"20190228","-0.28","132.1980790"
"20190301","0.70","133.1175970"
"20190304","-0.47","132.4913720"
"20190305","-0.14","132.3052770"
"20190306","-0.81","131.2280270"
"20190307","-0.76","130.2292750"
"20190308","-0.20","129.9641490"
"20190311","1.50","131.9188300"
"20190312","0.27","132.2734130"
"20190313","0.67","133.1542660"
"20190314","-0.07","133.0590470"
"20190315","0.45","133.6563650"
"20190318","0.44","134.2473060"
"20190319","-0.07","134.1527230"
"20190320","-0.34","133.7009250"
"20190321","1.13","135.2125040"
"20190322","-2.10","132.3786500"
"20190325","-0.06","132.3043770"
"20190326","0.76","133.3087040"
"20190327","-0.49","132.6558820"
"20190328","0.43","133.2205960"
"20190329","0.64","134.0670830"
"20190401","1.16","135.6272400"
"20190402","0.00","135.6221040"
"20190403","0.26","135.9688030"
"20190404","0.17","136.1999830"
"20190405","0.54","136.9405360"
"20190408","0.08","137.0450030"
"20190409","-0.64","136.1711560"
"20190410","0.51","136.8638060"
"20190411","0.02","136.8899930"
"20190412","0.66","137.7909200"
"20190415","-0.10","137.6595520"
"20190416","0.06","137.7397670"
"20190417","-0.34","137.2739590"
"20190418","0.13","137.4485280"
"20190422","0.10","137.5793190"
"20190423","0.98","138.9225370"
"20190424","-0.18","138.6778490"
"20190425","-0.13","138.5013630"
"20190426","0.54","139.2529990"
"20190429","0.16","139.4704310"
"20190430","-0.01","139.4526670"
"20190501","-0.75","138.4039640"
"20190502","-0.17","138.1668480"
"20190503","1.12","139.7084940"
"20190506","-0.37","139.1865770"
"20190507","-1.67","136.8663440"
"20190508","-0.19","136.6084400"
"20190509","-0.25","136.2633150"
"20190510","0.39","136.7966750"
"20190513","-2.55","133.3125530"
"20190514","0.90","134.5148940"
"20190515","0.60","135.3235240"
"20190516","0.90","136.5442840"
"20190517","-0.69","135.6027460"
"20190520","-0.69","134.6701140"
"20190521","0.92","135.9083600"
"20190522","-0.37","135.4056340"
"20190523","-1.32","133.6120090"
"20190524","0.23","133.9226990"
"20190528","-0.78","132.8735950"
"20190529","-0.72","131.9176650"
"20190530","0.15","132.1121820"
"20190531","-1.30","130.3936740"
"20190603","-0.33","129.9686730"
"20190604","2.23","132.8621820"
"20190605","0.69","133.7781120"
"20190606","0.53","134.4929450"
"20190607","1.02","135.8629070"
"20190610","0.52","136.5684380"
"20190611","-0.08","136.4639190"
"20190612","-0.17","136.2257250"
"20190613","0.51","136.9175750"
"20190614","-0.25","136.5700190"
"20190617","0.17","136.8055090"
"20190618","0.99","138.1602810"
"20190619","0.33","138.6228800"
"20190620","0.89","139.8541420"
"20190621","-0.23","139.5264520"
"20190624","-0.35","139.0412560"
"20190625","-0.96","137.7109310"
"20190626","-0.12","137.5507400"
"20190627","0.62","138.3982610"
"20190628","0.68","139.3440520"
"20190701","0.71","140.3308110"
"20190702","0.22","140.6346740"
"20190703","0.82","141.7813120"
"20190705","-0.09","141.6477560"
"20190708","-0.54","140.8875760"
"20190709","0.21","141.1817770"
"20190710","0.43","141.7853400"
"20190711","0.14","141.9892520"
"20190712","0.51","142.7161500"
"20190715","-0.02","142.6868010"
"20190716","-0.30","142.2577800"
"20190717","-0.62","141.3727930"
"20190718","0.32","141.8306720"
"20190719","-0.58","141.0019510"
"20190722","0.26","141.3739240"
"20190723","0.66","142.3012020"
"20190724","0.64","143.2163020"
"20190725","-0.61","142.3389530"
"20190726","0.82","143.5010270"
"20190729","-0.32","143.0415660"
"20190730","-0.12","142.8750270"
"20190731","-1.03","141.4019920"
"20190801","-0.99","139.9965580"
"20190802","-0.83","138.8323810"
"20190805","-3.00","134.6607290"
"20190806","1.26","136.3540150"
"20190807","0.10","136.4844790"
"20190808","1.96","139.1550870"
"20190809","-0.75","138.1061250"
"20190812","-1.25","136.3733870"
"20190813","1.40","138.2894310"
"20190814","-2.89","134.2997510"
"20190815","0.19","134.5581410"
"20190816","1.53","136.6146160"
"20190819","1.16","138.1973350"
"20190820","-0.74","137.1769630"
"20190821","0.83","138.3143240"
"20190822","-0.08","138.2059910"
"20190823","-2.61","134.5940430"
"20190826","1.07","136.0277580"
"20190827","-0.46","135.4036930"
"20190828","0.68","136.3199260"
"20190829","1.33","138.1319220"
"20190830","0.06","138.2141190"
"20190903","-0.77","137.1481910"
"20190904","1.09","138.6435400"
"20190905","1.33","140.4885840"
"20190906","-0.02","140.4543650"
"20190909","0.10","140.5909550"
"20190910","0.14","140.7877090"
"20190911","0.84","141.9759650"
"20190912","0.22","142.2837920"
"20190913","-0.04","142.2226670"
"20190916","-0.15","142.0113900"
"20190917","0.21","142.3045040"
"20190918","-0.06","142.2226420"
"20190919","-0.04","142.1724580"
"20190920","-0.45","141.5282140"
"20190923","-0.01","141.5142660"
"20190924","-0.99","140.1164740"
"20190925","0.67","141.0608790"
"20190926","-0.36","140.5492520"
"20190927","-0.60","139.7009540"
"20190930","0.49","140.3908860"
"20191001","-1.28","138.5919120"
"20191002","-1.67","136.2809260"
"20191003","0.82","137.4051280"
"20191004","1.33","139.2306100"
"20191007","-0.39","138.6929610"
"20191008","-1.57","136.5143210"
"20191009","0.87","137.7077000"
"20191010","0.57","138.4953390"
"20191011","1.19","140.1436280"
"20191014","-0.17","139.9014080"
"20191015","0.99","141.2833960"
"20191016","-0.24","140.9493860"
"20191017","0.37","141.4715210"
"20191018","-0.42","140.8778600"
"20191021","0.72","141.8914610"
"20191022","-0.34","141.4038410"
"20191023","0.26","141.7682300"
"20191024","0.25","142.1270870"
"20191025","0.45","142.7639120"
"20191028","0.56","143.5652270"
"20191029","-0.10","143.4254030"
"20191030","0.29","143.8357720"
"20191031","-0.37","143.3057590"
"20191101","1.05","144.8115020"
"20191104","0.38","145.3603940"
"20191105","-0.10","145.2116760"
"20191106","-0.05","145.1334070"
"20191107","0.31","145.5878920"
"20191108","0.29","146.0172580"
"20191111","-0.18","145.7510910"
"20191112","0.13","145.9469910"
"20191113","0.03","145.9954020"
"20191114","0.10","146.1422900"
"20191115","0.75","147.2381500"
"20191118","0.03","147.2810110"
"20191119","0.03","147.3309130"
"20191120","-0.31","146.8747770"
"20191121","-0.18","146.6093480"
"20191122","0.23","146.9473140"
"20191125","0.90","148.2654040"
"20191126","0.22","148.5854770"
"20191127","0.45","149.2471410"
"20191129","-0.42","148.6218900"
"20191202","-0.90","147.2771360"
"20191203","-0.61","146.3781730"
"20191204","0.60","147.2602870"
"20191205","0.12","147.4380060"
"20191206","0.89","148.7492310"
"20191209","-0.28","148.3397290"
"20191210","-0.08","148.2214320"
"20191211","0.25","148.5936940"
"20191212","0.82","149.8133550"
"20191213","-0.04","149.7563410"
"20191216","0.74","150.8685030"
"20191217","0.08","150.9833510"
"20191218","0.02","151.0157010"
"20191219","0.45","151.7022610"
"20191220","0.48","152.4379870"
"20191223","0.09","152.5755950"
"20191224","0.02","152.6025480"
"20191226","0.50","153.3661330"
"20191227","-0.08","153.2399870"
"20191230","-0.55","152.3979790"
"20191231","0.30","152.8626910"
"20200102","0.79","154.0680390"
"20200103","-0.59","153.1569300"
"20200106","0.37","153.7210630"
"20200107","-0.22","153.3766770"
"20200108","0.45","154.0676270"
"20200109","0.62","155.0226090"
"20200110","-0.29","154.5738300"
"20200113","0.75","155.7401250"
"20200114","-0.04","155.6719250"
"20200115","0.19","155.9717440"
"20200116","0.88","157.3428400"
"20200117","0.27","157.7624060"
"20200121","-0.29","157.3023590"
"20200122","0.04","157.3583550"
"20200123","0.11","157.5251790"
"20200124","-0.95","156.0279110"
"20200127","-1.52","153.6533820"
"20200128","1.00","155.1837050"
"20200129","-0.10","155.0219630"
"20200130","0.31","155.5017970"
"20200131","-1.73","152.8162700"
"20200203","0.82","154.0688940"
"20200204","1.55","156.4494200"
"20200205","0.94","157.9143730"
"20200206","0.28","158.3543480"
"20200207","-0.52","157.5258920"
"20200210","0.73","158.6739860"
"20200211","0.30","159.1498940"
"20200212","0.68","160.2362180"
"20200213","-0.07","160.1276360"
"20200214","0.19","160.4244840"
"20200218","-0.18","160.1288990"
"20200219","0.51","160.9472970"
"20200220","-0.28","160.4920320"
"20200221","-1.06","158.7837770"
"20200224","-3.30","153.5397910"
"20200225","-3.08","148.8079160"
"20200226","-0.56","147.9720010"
"20200227","-4.25","141.6778470"
"20200228","-0.84","140.4838350"
"20200302","4.29","146.5103040"
"20200303","-2.69","142.5708030"
"20200304","3.97","148.2349520"
"20200305","-3.33","143.2999650"
"20200306","-1.83","140.6843440"
"20200309","-7.89","129.5827230"
"20200310","4.73","135.7129490"
"20200311","-5.11","128.7735310"
"20200312","-9.73","116.2482100"
"20200313","9.00","126.7077040"
"20200316","-12.24","111.1999270"
"20200317","5.73","117.5743520"
"20200318","-5.76","110.7992890"
"20200319","1.41","112.3612280"
"20200320","-4.07","107.7916760"
"20200323","-2.68","104.9019840"
"20200324","9.26","114.6184810"
"20200325","1.37","116.1891320"
"20200326","6.06","123.2292780"
"20200327","-3.35","119.0977260"
"20200330","3.06","122.7472580"
"20200331","-1.42","121.0051510"
"20200401","-4.59","115.4559680"
"20200402","2.00","117.7600970"
"20200403","-1.65","115.8175630"
"20200406","7.06","123.9977760"
"20200407","-0.04","123.9494750"
"20200408","3.55","128.3452200"
"20200409","1.77","130.6120740"
"20200413","-1.04","129.2535740"
"20200414","3.01","133.1458410"
"20200415","-2.24","130.1608020"
"20200416","0.53","130.8495740"
"20200417","2.77","134.4791120"
"20200420","-1.65","132.2628510"
"20200421","-3.01","128.2798730"
"20200422","2.29","131.2175570"
"20200423","0.13","131.3917960"
"20200424","1.38","133.2056200"
"20200427","1.78","135.5752020"
"20200428","-0.39","135.0432720"
"20200429","2.93","138.9964010"
"20200430","-1.18","137.3501140"
"20200501","-2.93","133.3202060"
"20200504","0.50","133.9909870"
"20200505","0.93","135.2375480"
"20200506","-0.59","134.4392610"
"20200507","1.35","136.2530810"
"20200508","1.93","138.8838250"
"20200511","-0.01","138.8666380"
"20200512","-2.14","135.8974150"
"20200513","-1.92","133.2826270"
